1,2,3,4,5,6,y,class_id
273,287,287,350,322,287,273,356986
287,287,350,322,287,273,427,356986
287,350,322,287,273,427,490,356986
350,322,287,273,427,490,434,356986
322,287,273,427,490,434,364,356986
287,273,427,490,434,364,658,356986
273,427,490,434,364,658,336,356986
427,490,434,364,658,336,371,356986
490,434,364,658,336,371,336,356986
434,364,658,336,371,336,294,356986
364,658,336,371,336,294,245,356986
658,336,371,336,294,245,280,356986
336,371,336,294,245,280,392,356986
371,336,294,245,280,392,231,356986
336,294,245,280,392,231,441,356986
294,245,280,392,231,441,245,356986
245,280,392,231,441,245,518,356986
280,392,231,441,245,518,259,356986
392,231,441,245,518,259,189,356986
231,441,245,518,259,189,315,356986
441,245,518,259,189,315,238,356986
245,518,259,189,315,238,364,356986
518,259,189,315,238,364,364,356986
259,189,315,238,364,364,532,356986
189,315,238,364,364,532,336,356986
315,238,364,364,532,336,623,356986
238,364,364,532,336,623,476,356986
16.0,16.0,16.0,16.0,16.0,16.0,64.0,359378.0
122,112,217,254,160,121,186,360648
112,217,254,160,121,186,112,360648
217,254,160,121,186,112,188,360648
254,160,121,186,112,188,121,360648
160,121,186,112,188,121,103,360648
121,186,112,188,121,103,140,360648
186,112,188,121,103,140,272,360648
112,188,121,103,140,272,140,360648
188,121,103,140,272,140,178,360648
121,103,140,272,140,178,140,360648
103,140,272,140,178,140,113,360648
140,272,140,178,140,113,206,360648
272,140,178,140,113,206,131,360648
140,178,140,113,206,131,104,360648
178,140,113,206,131,104,140,360648
140,113,206,131,104,140,178,360648
113,206,131,104,140,178,160,360648
206,131,104,140,178,160,169,360648
131,104,140,178,160,169,160,360648
104,140,178,160,169,160,122,360648
140,178,160,169,160,122,169,360648
178,160,169,160,122,169,253,360648
160,169,160,122,169,253,103,360648
169,160,122,169,253,103,103,360648
160,122,169,253,103,103,75,360648
122,169,253,103,103,75,85,360648
169,253,103,103,75,85,141,360648
253,103,103,75,85,141,150,360648
103,103,75,85,141,150,169,360648
103,75,85,141,150,169,216,360648
75,85,141,150,169,216,132,360648
85,141,150,169,216,132,132,360648
141,150,169,216,132,132,75,360648
150,169,216,132,132,75,122,360648
169,216,132,132,75,122,94,360648
216,132,132,75,122,94,103,360648
132,132,75,122,94,103,169,360648
132,75,122,94,103,169,169,360648
75,122,94,103,169,169,150,360648
122,94,103,169,169,150,160,360648
133.0,133.0,133.0,133.0,133.0,133.0,90.0,376193.0
89,282,385,289,370,422,555,378356
282,385,289,370,422,555,614,378356
385,289,370,422,555,614,600,378356
289,370,422,555,614,600,807,378356
370,422,555,614,600,807,563,378356
422,555,614,600,807,563,370,378356
555,614,600,807,563,370,451,378356
614,600,807,563,370,451,444,378356
600,807,563,370,451,444,384,378356
807,563,370,451,444,384,319,378356
563,370,451,444,384,319,362,378356
370,451,444,384,319,362,385,378356
451,444,384,319,362,385,422,378356
444,384,319,362,385,422,422,378356
14,154,56,49,63,70,98,378536
154,56,49,63,70,98,112,378536
56,49,63,70,98,112,98,378536
49,63,70,98,112,98,84,378536
63,70,98,112,98,84,105,378536
70,98,112,98,84,105,105,378536
292,612,483,904,741,517,455,379265
612,483,904,741,517,455,381,379265
483,904,741,517,455,381,415,379265
904,741,517,455,381,415,231,379265
741,517,455,381,415,231,191,379265
517,455,381,415,231,191,176,379265
455,381,415,231,191,176,273,379265
381,415,231,191,176,273,314,379265
245,154,133,63,140,98,119,379876
154,133,63,140,98,119,161,379876
133,63,140,98,119,161,147,379876
63,140,98,119,161,147,252,379876
140,98,119,161,147,252,245,379876
98,119,161,147,252,245,154,379876
119,161,147,252,245,154,378,379876
161,147,252,245,154,378,245,379876
147,252,245,154,378,245,224,379876
252,245,154,378,245,224,126,379876
245,154,378,245,224,126,238,379876
154,378,245,224,126,238,126,379876
378,245,224,126,238,126,140,379876
245,224,126,238,126,140,231,379876
224,126,238,126,140,231,203,379876
126,238,126,140,231,203,294,379876
238,126,140,231,203,294,126,379876
126,140,231,203,294,126,315,379876
140,231,203,294,126,315,483,379876
231,203,294,126,315,483,161,379876
203,294,126,315,483,161,105,379876
294,126,315,483,161,105,238,379876
126,315,483,161,105,238,133,379876
315,483,161,105,238,133,147,379876
483,161,105,238,133,147,182,379876
161,105,238,133,147,182,245,379876
105,238,133,147,182,245,357,379876
238,133,147,182,245,357,322,379876
133,147,182,245,357,322,273,379876
147,182,245,357,322,273,224,379876
182,245,357,322,273,224,371,379876
245,357,322,273,224,371,203,379876
357,322,273,224,371,203,182,379876
322,273,224,371,203,182,168,379876
273,224,371,203,182,168,189,379876
224,371,203,182,168,189,154,379876
371,203,182,168,189,154,161,379876
203,182,168,189,154,161,105,379876
182,168,189,154,161,105,140,379876
168,189,154,161,105,140,175,379876
189,154,161,105,140,175,140,379876
154,161,105,140,175,140,133,379876
161,105,140,175,140,133,343,379876
105,140,175,140,133,343,140,379876
140,175,140,133,343,140,126,379876
175,140,133,343,140,126,182,379876
140,133,343,140,126,182,189,379876
133,343,140,126,182,189,147,379876
343,140,126,182,189,147,119,379876
140,126,182,189,147,119,105,379876
126,182,189,147,119,105,147,379876
182,189,147,119,105,147,252,379876
189,147,119,105,147,252,224,379876
147,119,105,147,252,224,329,379876
119,105,147,252,224,329,119,379876
105,147,252,224,329,119,119,379876
147,252,224,329,119,119,140,379876
252,224,329,119,119,140,175,379876
224,329,119,119,140,175,189,379876
329,119,119,140,175,189,77,379876
119,119,140,175,189,77,70,379876
119,140,175,189,77,70,140,379876
140,175,189,77,70,140,140,379876
175,189,77,70,140,140,133,379876
738,496,570,537,571,436,621,384924
496,570,537,571,436,621,469,384924
570,537,571,436,621,469,672,384924
537,571,436,621,469,672,662,384924
571,436,621,469,672,662,496,384924
436,621,469,672,662,496,537,384924
621,469,672,662,496,537,789,384924
469,672,662,496,537,789,436,384924
672,662,496,537,789,436,403,384924
662,496,537,789,436,403,470,384924
496,537,789,436,403,470,664,384924
537,789,436,403,470,664,277,384924
789,436,403,470,664,277,402,384924
436,403,470,664,277,402,487,384924
403,470,664,277,402,487,581,384924
470,664,277,402,487,581,421,384924
664,277,402,487,581,421,605,384924
277,402,487,581,421,605,370,384924
402,487,581,421,605,370,822,384924
487,581,421,605,370,822,512,384924
581,421,605,370,822,512,386,384924
421,605,370,822,512,386,437,384924
605,370,822,512,386,437,344,384924
370,822,512,386,437,344,293,384924
822,512,386,437,344,293,344,384924
512,386,437,344,293,344,285,384924
386,437,344,293,344,285,537,384924
437,344,293,344,285,537,395,384924
344,293,344,285,537,395,403,384924
293,344,285,537,395,403,445,384924
344,285,537,395,403,445,696,384924
285,537,395,403,445,696,503,384924
537,395,403,445,696,503,495,384924
395,403,445,696,503,495,327,384924
403,445,696,503,495,327,478,384924
445,696,503,495,327,478,353,384924
696,503,495,327,478,353,403,384924
503,495,327,478,353,403,345,384924
495,327,478,353,403,345,462,384924
327,478,353,403,345,462,504,384924
478,353,403,345,462,504,764,384924
353,403,345,462,504,764,403,384924
403,345,462,504,764,403,966,384924
345,462,504,764,403,966,571,384924
462,504,764,403,966,571,252,384924
504,764,403,966,571,252,176,384924
764,403,966,571,252,176,177,384924
403,966,571,252,176,177,176,384924
966,571,252,176,177,176,286,384924
571,252,176,177,176,286,353,384924
252,176,177,176,286,353,378,384924
176,177,176,286,353,378,470,384924
177,176,286,353,378,470,538,384924
176,286,353,378,470,538,1034,384924
286,353,378,470,538,1034,580,384924
353,378,470,538,1034,580,387,384924
378,470,538,1034,580,387,689,384924
470,538,1034,580,387,689,596,384924
538,1034,580,387,689,596,764,384924
1034,580,387,689,596,764,680,384924
580,387,689,596,764,680,697,384924
387,689,596,764,680,697,773,384924
689,596,764,680,697,773,705,384924
596,764,680,697,773,705,765,384924
8,108,223,339,401,239,115,392593
108,223,339,401,239,115,200,392593
223,339,401,239,115,200,231,392593
339,401,239,115,200,231,146,392593
401,239,115,200,231,146,261,392593
239,115,200,231,146,261,284,392593
115,200,231,146,261,284,162,392593
200,231,146,261,284,162,239,392593
231,146,261,284,162,239,193,392593
102,130,224,47,168,74,121,395234
130,224,47,168,74,121,102,395234
224,47,168,74,121,102,140,395234
47,168,74,121,102,140,139,395234
168,74,121,102,140,139,130,395234
74,121,102,140,139,130,84,395234
121,102,140,139,130,84,335,395234
102,140,139,130,84,335,167,395234
140,139,130,84,335,167,112,395234
139,130,84,335,167,112,121,395234
130,84,335,167,112,121,103,395234
84,335,167,112,121,103,103,395234
335,167,112,121,103,103,84,395234
167,112,121,103,103,84,140,395234
112,121,103,103,84,140,149,395234
121,103,103,84,140,149,102,395234
103,103,84,140,149,102,112,395234
103,84,140,149,102,112,121,395234
84,140,149,102,112,121,233,395234
140,149,102,112,121,233,84,395234
149,102,112,121,233,84,47,395234
102,112,121,233,84,47,83,395234
112,121,233,84,47,83,74,395234
121,233,84,47,83,74,37,395234
233,84,47,83,74,37,139,395234
84,47,83,74,37,139,83,395234
47,83,74,37,139,83,46,395234
83,74,37,139,83,46,84,395234
74,37,139,83,46,84,56,395234
37,139,83,46,84,56,75,395234
139,83,46,84,56,75,195,395234
83,46,84,56,75,195,130,395234
46,84,56,75,195,130,112,395234
84,56,75,195,130,112,75,395234
56,75,195,130,112,75,130,395234
75,195,130,112,75,130,84,395234
195,130,112,75,130,84,75,395234
130,112,75,130,84,75,93,395234
112,75,130,84,75,93,84,395234
75,130,84,75,93,84,56,395234
130,84,75,93,84,56,65,395234
84,75,93,84,56,65,38,395234
75,93,84,56,65,38,18,395234
93,84,56,65,38,18,18,395234
84,56,65,38,18,18,19,395234
56,65,38,18,18,19,18,395234
65,38,18,18,19,18,18,395234
38,18,18,19,18,18,9,395234
18,18,19,18,18,9,37,395234
18,19,18,18,9,37,9,395234
19,18,18,9,37,9,9,395234
18,18,9,37,9,9,9,395234
18,9,37,9,9,9,56,395234
9,37,9,9,9,56,102,395234
37,9,9,9,56,102,83,395234
9,9,9,56,102,83,102,395234
6,36,73,110,159,183,134,401052
36,73,110,159,183,134,165,401052
73,110,159,183,134,165,110,401052
110,159,183,134,165,110,110,401052
159,183,134,165,110,110,159,401052
183,134,165,110,110,159,311,401052
134,165,110,110,159,311,158,401052
165,110,110,159,311,158,153,401052
110,110,159,311,158,153,146,401052
110,159,311,158,153,146,146,401052
159,311,158,153,146,146,183,401052
311,158,153,146,146,183,146,401052
158,153,146,146,183,146,158,401052
153,146,146,183,146,158,165,401052
146,146,183,146,158,165,189,401052
146,183,146,158,165,189,92,401052
183,146,158,165,189,92,237,401052
146,158,165,189,92,237,122,401052
158,165,189,92,237,122,158,401052
165,189,92,237,122,158,103,401052
189,92,237,122,158,103,159,401052
92,237,122,158,103,159,128,401052
237,122,158,103,159,128,201,401052
122,158,103,159,128,201,134,401052
120,52,138,155,190,198,207,409854
52,138,155,190,198,207,259,409854
138,155,190,198,207,259,216,409854
155,190,198,207,259,216,232,409854
190,198,207,259,216,232,216,409854
198,207,259,216,232,216,190,409854
207,259,216,232,216,190,180,409854
259,216,232,216,190,180,189,409854
216,232,216,190,180,189,190,409854
232,216,190,180,189,190,181,409854
216,190,180,189,190,181,284,409854
190,180,189,190,181,284,240,409854
180,189,190,181,284,240,276,409854
189,190,181,284,240,276,387,409854
190,181,284,240,276,387,413,409854
181,284,240,276,387,413,404,409854
284,240,276,387,413,404,448,409854
240,276,387,413,404,448,283,409854
276,387,413,404,448,283,569,409854
387,413,404,448,283,569,301,409854
413,404,448,283,569,301,431,409854
404,448,283,569,301,431,439,409854
448,283,569,301,431,439,568,409854
283,569,301,431,439,568,414,409854
569,301,431,439,568,414,595,409854
301,431,439,568,414,595,525,409854
431,439,568,414,595,525,715,409854
439,568,414,595,525,715,698,409854
568,414,595,525,715,698,750,409854
414,595,525,715,698,750,688,409854
595,525,715,698,750,688,1180,409854
525,715,698,750,688,1180,1333,409854
715,698,750,688,1180,1333,715,409854
698,750,688,1180,1333,715,861,409854
750,688,1180,1333,715,861,886,409854
688,1180,1333,715,861,886,799,409854
1180,1333,715,861,886,799,1059,409854
1333,715,861,886,799,1059,1136,409854
715,861,886,799,1059,1136,1126,409854
861,886,799,1059,1136,1126,1159,409854
886,799,1059,1136,1126,1159,1454,409854
799,1059,1136,1126,1159,1454,1230,409854
1059,1136,1126,1159,1454,1230,1514,409854
1136,1126,1159,1454,1230,1514,1041,409854
1126,1159,1454,1230,1514,1041,1436,409854
1159,1454,1230,1514,1041,1436,1325,409854
1454,1230,1514,1041,1436,1325,1212,409854
1230,1514,1041,1436,1325,1212,1084,409854
1514,1041,1436,1325,1212,1084,1350,409854
1041,1436,1325,1212,1084,1350,1427,409854
1436,1325,1212,1084,1350,1427,1850,409854
1325,1212,1084,1350,1427,1850,1626,409854
1212,1084,1350,1427,1850,1626,2108,409854
1084,1350,1427,1850,1626,2108,3656,409854
1350,1427,1850,1626,2108,3656,1557,409854
1427,1850,1626,2108,3656,1557,1153,409854
1850,1626,2108,3656,1557,1153,1582,409854
1626,2108,3656,1557,1153,1582,1334,409854
2108,3656,1557,1153,1582,1334,1833,409854
3656,1557,1153,1582,1334,1833,1437,409854
1557,1153,1582,1334,1833,1437,1772,409854
1153,1582,1334,1833,1437,1772,1797,409854
1582,1334,1833,1437,1772,1797,1807,409854
1334,1833,1437,1772,1797,1807,1675,409854
47,94,172,182,291,172,218,412240
94,172,182,291,172,218,364,412240
172,182,291,172,218,364,286,412240
182,291,172,218,364,286,177,412240
291,172,218,364,286,177,141,412240
172,218,364,286,177,141,239,412240
218,364,286,177,141,239,167,412240
364,286,177,141,239,167,114,412240
286,177,141,239,167,114,115,412240
177,141,239,167,114,115,93,412240
141,239,167,114,115,93,88,412240
239,167,114,115,93,88,68,412240
57,187,144,150,129,108,122,416749
187,144,150,129,108,122,209,416749
144,150,129,108,122,209,193,416749
150,129,108,122,209,193,172,416749
129,108,122,209,193,172,94,416749
108,122,209,193,172,94,173,416749
122,209,193,172,94,173,136,416749
209,193,172,94,173,136,259,416749
193,172,94,173,136,259,367,416749
172,94,173,136,259,367,244,416749
94,173,136,259,367,244,210,416749
173,136,259,367,244,210,223,416749
136,259,367,244,210,223,230,416749
259,367,244,210,223,230,173,416749
367,244,210,223,230,173,302,416749
244,210,223,230,173,302,288,416749
210,223,230,173,302,288,295,416749
223,230,173,302,288,295,252,416749
230,173,302,288,295,252,143,416749
173,302,288,295,252,143,230,416749
302,288,295,252,143,230,180,416749
288,295,252,143,230,180,288,416749
295,252,143,230,180,288,375,416749
252,143,230,180,288,375,454,416749
143,230,180,288,375,454,366,416749
230,180,288,375,454,366,310,416749
180,288,375,454,366,310,201,416749
41.0,41.0,41.0,20.0,41.0,62.0,116.0,417803.0
1994,1274,1283,1038,1556,1001,1165,425432
1274,1283,1038,1556,1001,1165,700,425432
1283,1038,1556,1001,1165,700,847,425432
1038,1556,1001,1165,700,847,1457,425432
1556,1001,1165,700,847,1457,1121,425432
1001,1165,700,847,1457,1121,1101,425432
1165,700,847,1457,1121,1101,2712,425432
700,847,1457,1121,1101,2712,1437,425432
847,1457,1121,1101,2712,1437,1704,425432
1457,1121,1101,2712,1437,1704,1447,425432
1121,1101,2712,1437,1704,1447,2137,425432
1101,2712,1437,1704,1447,2137,1356,425432
2712,1437,1704,1447,2137,1356,1692,425432
1437,1704,1447,2137,1356,1692,1838,425432
1704,1447,2137,1356,1692,1838,2147,425432
1447,2137,1356,1692,1838,2147,1702,425432
2137,1356,1692,1838,2147,1702,1846,425432
1356,1692,1838,2147,1702,1846,1510,425432
1692,1838,2147,1702,1846,1510,3212,425432
1838,2147,1702,1846,1510,3212,1493,425432
2147,1702,1846,1510,3212,1493,1783,425432
1702,1846,1510,3212,1493,1783,1857,425432
1846,1510,3212,1493,1783,1857,1931,425432
1510,3212,1493,1783,1857,1931,1474,425432
3212,1493,1783,1857,1931,1474,1775,425432
1493,1783,1857,1931,1474,1775,1465,425432
1783,1857,1931,1474,1775,1465,2466,425432
1857,1931,1474,1775,1465,2466,2174,425432
1931,1474,1775,1465,2466,2174,1857,425432
1474,1775,1465,2466,2174,1857,2020,425432
1775,1465,2466,2174,1857,2020,3484,425432
1465,2466,2174,1857,2020,3484,1893,425432
2466,2174,1857,2020,3484,1893,1729,425432
2174,1857,2020,3484,1893,1729,1765,425432
1857,2020,3484,1893,1729,1765,1930,425432
2020,3484,1893,1729,1765,1930,1437,425432
3484,1893,1729,1765,1930,1437,1784,425432
1893,1729,1765,1930,1437,1784,2302,425432
1729,1765,1930,1437,1784,2302,2111,425432
1765,1930,1437,1784,2302,2111,1974,425432
1930,1437,1784,2302,2111,1974,2247,425432
1437,1784,2302,2111,1974,2247,1902,425432
1784,2302,2111,1974,2247,1902,2721,425432
2302,2111,1974,2247,1902,2721,1692,425432
2111,1974,2247,1902,2721,1692,2303,425432
1974,2247,1902,2721,1692,2303,1774,425432
2247,1902,2721,1692,2303,1774,1893,425432
1902,2721,1692,2303,1774,1893,1438,425432
2721,1692,2303,1774,1893,1438,1755,425432
1692,2303,1774,1893,1438,1755,2293,425432
2303,1774,1893,1438,1755,2293,2458,425432
1774,1893,1438,1755,2293,2458,2102,425432
1893,1438,1755,2293,2458,2102,2503,425432
1438,1755,2293,2458,2102,2503,2694,425432
1755,2293,2458,2102,2503,2694,1029,425432
2293,2458,2102,2503,2694,1029,910,425432
2458,2102,2503,2694,1029,910,1574,425432
2102,2503,2694,1029,910,1574,1256,425432
2503,2694,1029,910,1574,1256,1356,425432
2694,1029,910,1574,1256,1356,1357,425432
1029,910,1574,1256,1356,1357,2439,425432
910,1574,1256,1356,1357,2439,1664,425432
1574,1256,1356,1357,2439,1664,1539,425432
1256,1356,1357,2439,1664,1539,1848,425432
12,82,284,154,207,273,302,436105
82,284,154,207,273,302,266,436105
284,154,207,273,302,266,272,436105
154,207,273,302,266,272,331,436105
207,273,302,266,272,331,502,436105
273,302,266,272,331,502,413,436105
302,266,272,331,502,413,396,436105
266,272,331,502,413,396,396,436105
272,331,502,413,396,396,719,436105
331,502,413,396,396,719,650,436105
502,413,396,396,719,650,372,436105
413,396,396,719,650,372,314,436105
396,396,719,650,372,314,407,436105
396,719,650,372,314,407,420,436105
719,650,372,314,407,420,496,436105
650,372,314,407,420,496,560,436105
372,314,407,420,496,560,549,436105
314,407,420,496,560,549,414,436105
407,420,496,560,549,414,348,436105
420,496,560,549,414,348,266,436105
496,560,549,414,348,266,602,436105
560,549,414,348,266,602,371,436105
549,414,348,266,602,371,307,436105
414,348,266,602,371,307,454,436105
348,266,602,371,307,454,401,436105
266,602,371,307,454,401,413,436105
602,371,307,454,401,413,389,436105
371,307,454,401,413,389,478,436105
307,454,401,413,389,478,489,436105
454,401,413,389,478,489,478,436105
401,413,389,478,489,478,437,436105
413,389,478,489,478,437,572,436105
389,478,489,478,437,572,466,436105
478,489,478,437,572,466,259,436105
489,478,437,572,466,259,284,436105
478,437,572,466,259,284,278,436105
437,572,466,259,284,278,302,436105
572,466,259,284,278,302,236,436105
466,259,284,278,302,236,302,436105
259,284,278,302,236,302,313,436105
284,278,302,236,302,313,455,436105
278,302,236,302,313,455,431,436105
39,68,96,77,144,152,257,437063
68,96,77,144,152,257,95,437063
23,56,61,77,78,67,72,437598
56,61,77,78,67,72,144,437598
61,77,78,67,72,144,50,437598
77,78,67,72,144,50,61,437598
78,67,72,144,50,61,122,437598
67,72,144,50,61,122,222,437598
72,144,50,61,122,222,200,437598
144,50,61,122,222,200,342,437598
50,61,122,222,200,342,359,437598
61,122,222,200,342,359,491,437598
122,222,200,342,359,491,518,437598
222,200,342,359,491,518,457,437598
200,342,359,491,518,457,683,437598
342,359,491,518,457,683,386,437598
359,491,518,457,683,386,210,437598
491,518,457,683,386,210,286,437598
518,457,683,386,210,286,331,437598
457,683,386,210,286,331,227,437598
683,386,210,286,331,227,184,437598
386,210,286,331,227,184,145,437598
210,286,331,227,184,145,160,437598
286,331,227,184,145,160,139,437598
331,227,184,145,160,139,66,437598
96,10,38,10,10,29,29,453752
10,38,10,10,29,29,29,453752
38,10,10,29,29,29,38,453752
10,10,29,29,29,38,57,453752
10,29,29,29,38,57,58,453752
29,29,29,38,57,58,76,453752
29,29,38,57,58,76,38,453752
29,38,57,58,76,38,67,453752
38,57,58,76,38,67,77,453752
57,58,76,38,67,77,105,453752
58,76,38,67,77,105,115,453752
76,38,67,77,105,115,124,453752
38,67,77,105,115,124,134,453752
67,77,105,115,124,134,143,453752
77,105,115,124,134,143,144,453752
105,115,124,134,143,144,163,453752
115,124,134,143,144,163,106,453752
124,134,143,144,163,106,354,453752
134,143,144,163,106,354,201,453752
143,144,163,106,354,201,219,453752
144,163,106,354,201,219,230,453752
163,106,354,201,219,230,287,453752
106,354,201,219,230,287,125,453752
354,201,219,230,287,125,154,453752
201,219,230,287,125,154,172,453752
219,230,287,125,154,172,324,453752
230,287,125,154,172,324,191,453752
287,125,154,172,324,191,229,453752
125,154,172,324,191,229,240,453752
154,172,324,191,229,240,363,453752
172,324,191,229,240,363,240,453752
324,191,229,240,363,240,267,453752
191,229,240,363,240,267,287,453752
229,240,363,240,267,287,383,453752
240,363,240,267,287,383,382,453752
363,240,267,287,383,382,429,453752
240,267,287,383,382,429,295,453752
267,287,383,382,429,295,400,453752
287,383,382,429,295,400,401,453752
383,382,429,295,400,401,354,453752
382,429,295,400,401,354,306,453752
429,295,400,401,354,306,344,453752
295,400,401,354,306,344,305,453752
400,401,354,306,344,305,363,453752
401,354,306,344,305,363,638,453752
354,306,344,305,363,638,438,453752
306,344,305,363,638,438,315,453752
344,305,363,638,438,315,220,453752
305,363,638,438,315,220,229,453752
363,638,438,315,220,229,210,453752
638,438,315,220,229,210,210,453752
438,315,220,229,210,210,296,453752
315,220,229,210,210,296,336,453752
220,229,210,210,296,336,372,453752
229,210,210,296,336,372,391,453752
210,210,296,336,372,391,495,453752
210,296,336,372,391,495,429,453752
296,336,372,391,495,429,372,453752
336,372,391,495,429,372,562,453752
372,391,495,429,372,562,467,453752
391,495,429,372,562,467,314,453752
495,429,372,562,467,314,381,453752
429,372,562,467,314,381,190,453752
969,443,354,247,403,247,325,468392
443,354,247,403,247,325,342,468392
354,247,403,247,325,342,263,468392
247,403,247,325,342,263,167,468392
403,247,325,342,263,167,246,468392
247,325,342,263,167,246,269,468392
325,342,263,167,246,269,627,468392
342,263,167,246,269,627,264,468392
263,167,246,269,627,264,203,468392
167,246,269,627,264,203,258,468392
246,269,627,264,203,258,409,468392
269,627,264,203,258,409,280,468392
627,264,203,258,409,280,247,468392
264,203,258,409,280,247,213,468392
203,258,409,280,247,213,190,468392
258,409,280,247,213,190,213,468392
409,280,247,213,190,213,129,468392
280,247,213,190,213,129,129,468392
247,213,190,213,129,129,393,468392
213,190,213,129,129,393,274,468392
190,213,129,129,393,274,208,468392
213,129,129,393,274,208,229,468392
129,129,393,274,208,229,258,468392
129,393,274,208,229,258,230,468392
393,274,208,229,258,230,280,468392
274,208,229,258,230,280,179,468392
208,229,258,230,280,179,208,468392
229,258,230,280,179,208,225,468392
258,230,280,179,208,225,234,468392
230,280,179,208,225,234,296,468392
280,179,208,225,234,296,661,468392
179,208,225,234,296,661,381,468392
208,225,234,296,661,381,253,468392
225,234,296,661,381,253,202,468392
234,296,661,381,253,202,224,468392
296,661,381,253,202,224,162,468392
661,381,253,202,224,162,269,468392
381,253,202,224,162,269,180,468392
253,202,224,162,269,180,246,468392
202,224,162,269,180,246,191,468392
224,162,269,180,246,191,235,468392
162,269,180,246,191,235,202,468392
269,180,246,191,235,202,404,468392
180,246,191,235,202,404,179,468392
246,191,235,202,404,179,179,468392
191,235,202,404,179,179,168,468392
235,202,404,179,179,168,202,468392
202,404,179,179,168,202,184,468392
404,179,179,168,202,184,252,468392
179,179,168,202,184,252,285,468392
179,168,202,184,252,285,319,468392
168,202,184,252,285,319,286,468392
202,184,252,285,319,286,437,468392
184,252,285,319,286,437,387,468392
252,285,319,286,437,387,286,468392
285,319,286,437,387,286,168,468392
319,286,437,387,286,168,235,468392
286,437,387,286,168,235,235,468392
437,387,286,168,235,235,192,468392
387,286,168,235,235,192,134,468392
286,168,235,235,192,134,145,468392
168,235,235,192,134,145,173,468392
235,235,192,134,145,173,242,468392
235,192,134,145,173,242,146,468392
319,160,176,101,59,143,176,472603
160,176,101,59,143,176,210,472603
176,101,59,143,176,210,185,472603
101,59,143,176,210,185,167,472603
59,143,176,210,185,167,109,472603
143,176,210,185,167,109,159,472603
176,210,185,167,109,159,277,472603
210,185,167,109,159,277,184,472603
185,167,109,159,277,184,42,472603
167,109,159,277,184,42,134,472603
109,159,277,184,42,134,194,472603
159,277,184,42,134,194,117,472603
277,184,42,134,194,117,185,472603
184,42,134,194,117,185,176,472603
42,134,194,117,185,176,92,472603
134,194,117,185,176,92,101,472603
194,117,185,176,92,101,177,472603
117,185,176,92,101,177,110,472603
185,176,92,101,177,110,160,472603
176,92,101,177,110,160,118,472603
92,101,177,110,160,118,76,472603
101,177,110,160,118,76,117,472603
177,110,160,118,76,117,209,472603
110,160,118,76,117,209,125,472603
160,118,76,117,209,125,134,472603
118,76,117,209,125,134,117,472603
76,117,209,125,134,117,99,472603
117,209,125,134,117,99,110,472603
209,125,134,117,99,110,109,472603
125,134,117,99,110,109,185,472603
134,117,99,110,109,185,327,472603
117,99,110,109,185,327,210,472603
99,110,109,185,327,210,226,472603
110,109,185,327,210,226,344,472603
109,185,327,210,226,344,353,472603
185,327,210,226,344,353,168,472603
327,210,226,344,353,168,209,472603
210,226,344,353,168,209,218,472603
226,344,353,168,209,218,327,472603
344,353,168,209,218,327,294,472603
353,168,209,218,327,294,285,472603
168,209,218,327,294,285,336,472603
209,218,327,294,285,336,210,472603
218,327,294,285,336,210,108,472603
327,294,285,336,210,108,193,472603
294,285,336,210,108,193,353,472603
285,336,210,108,193,353,152,472603
336,210,108,193,353,152,134,472603
210,108,193,353,152,134,160,472603
108,193,353,152,134,160,277,472603
193,353,152,134,160,277,269,472603
353,152,134,160,277,269,269,472603
152,134,160,277,269,269,252,472603
134,160,277,269,269,252,362,472603
160,277,269,269,252,362,151,472603
277,269,269,252,362,151,185,472603
269,269,252,362,151,185,184,472603
269,252,362,151,185,184,126,472603
252,362,151,185,184,126,117,472603
362,151,185,184,126,117,84,472603
151,185,184,126,117,84,84,472603
185,184,126,117,84,84,118,472603
184,126,117,84,84,118,143,472603
126,117,84,84,118,143,84,472603
87,189,65,64,86,75,113,475895
189,65,64,86,75,113,102,475895
65,64,86,75,113,102,76,475895
64,86,75,113,102,76,129,475895
86,75,113,102,76,129,75,475895
75,113,102,76,129,75,97,475895
37,76,91,64,81,91,81,481950
76,91,64,81,91,81,108,481950
91,64,81,91,81,108,81,481950
64,81,91,81,108,81,161,481950
81,91,81,108,81,161,140,481950
91,81,108,81,161,140,81,481950
81,108,81,161,140,81,97,481950
108,81,161,140,81,97,134,481950
81,161,140,81,97,134,86,481950
161,140,81,97,134,86,150,481950
140,81,97,134,86,150,151,481950
182,125,143,80,137,91,194,482497
125,143,80,137,91,194,177,482497
143,80,137,91,194,177,200,482497
80,137,91,194,177,200,200,482497
137,91,194,177,200,200,148,482497
91,194,177,200,200,148,103,482497
194,177,200,200,148,103,245,482497
177,200,200,148,103,245,97,482497
200,200,148,103,245,97,103,482497
200,148,103,245,97,103,120,482497
148,103,245,97,103,120,194,482497
103,245,97,103,120,194,182,482497
245,97,103,120,194,182,205,482497
97,103,120,194,182,205,233,482497
103,120,194,182,205,233,228,482497
120,194,182,205,233,228,222,482497
194,182,205,233,228,222,222,482497
182,205,233,228,222,222,148,482497
205,233,228,222,222,148,239,482497
233,228,222,222,148,239,182,482497
228,222,222,148,239,182,103,482497
222,222,148,239,182,103,211,482497
222,148,239,182,103,211,194,482497
148,239,182,103,211,194,165,482497
239,182,103,211,194,165,165,482497
182,103,211,194,165,165,160,482497
